time,Volume,Vol Snow,Vol Blue Ice,Vol White Ice,Tot Inflow Vol,Tot Outflow Vol,Overflow Vol,Evaporation,Rain,Local Runoff,Snowfall,Lake Level,Surface Area,Blue Ice Thickness,Snow Thickness,Snow Density,White Ice Thickness,Albedo,Max Temp,Min Temp,Surface Temp,Daily Qsw,Daily Qe,Daily Qh,Daily Qlw,Light,Benthic Light,Surface Wave Height,Surface Wave Length,Surface Wave Period,LakeNumber,Max dT/dz,CD,CHE,z/L
2015-01-01 24:00:00,494588223.607532,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,252877.598733,-50296.607263,    0.000000,    0.000000,    0.000000,   24.992329,39579157.097018,    0.000000,    0.000000,    0.000000,    0.000000,    0.100000,    2.667502,    1.557809,    1.557809,   53.713898,  -36.737825,  -42.113372,  -45.298997,    0.000000,    0.000000,    0.241325,    5.716933,    1.913537,   89.383814,    0.389355,    0.001300,    0.001300,    0.000000
2015-01-02 24:00:00,494547692.618785,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-40598.954533,    0.000000,    0.000000,    0.000000,   24.991303,39577532.611291,    0.000000,    0.000000,    0.000000,    0.000000,    0.099997,    1.433177,    1.409507,    1.409507,   79.521456,  -29.659114,  -30.518442, -102.211543,    0.000000,    0.000000,    0.140461,    3.435600,    1.483395,   97.445735,    0.438459,    0.001300,    0.001300,    0.000000
2015-01-03 24:00:00,494619029.537410,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-19320.332335,90777.266631,    0.000000,    0.000000,   24.993109,39580391.801498,    0.000000,    0.000000,    0.000000,    0.000000,    0.099988,    1.433788,    1.324663,    1.324663,   31.597699,  -14.113167,  -17.282781,  -43.300986,    0.000000,    0.000000,    0.001641,    0.051242,    0.181163,25199.448810,    0.438459,    0.001300,    0.001300,    0.000000
2015-01-04 24:00:00,494650605.026994,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-82458.609392,114086.992731,    0.000000,    0.000000,   24.993908,39581657.350001,    0.000000,    0.000000,    0.000000,    0.000000,    0.099973,    1.077628,    1.077628,    1.077628,   61.953722,  -60.231861,  -97.465798,  -58.294855,    0.000000,    0.000000,    0.445134,   10.012650,    2.532386,    0.000000,    0.443706,    0.001300,    0.001300,    0.000000
2015-01-05 24:00:00,494526517.398575,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,12171.380303,-112105.762208,    0.000000,    0.000000,    0.000000,   24.990768,39576683.906533,    0.000000,    0.000000,    0.000000,    0.000000,    0.099953,    0.739572,    0.000000,    0.000000,   79.880688,  -81.931068, -188.165412, -147.305256,    0.000000,    0.000000,    0.062535,    1.575955,    1.004679,   51.459398,    0.569762,    0.001300,    0.001300,    0.000000
2015-01-06 24:00:00,494600703.466285,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-63662.900971,137971.152502,    0.000000,    0.000000,   24.992645,39579657.290895,    0.000000,    0.000000,    0.000000,    0.000000,    0.099926,    0.725521,    0.400066,    0.400066,   89.505661,  -46.543797,  -94.987244, -117.223494,    0.000000,    0.000000,    0.348694,    8.023371,    2.266908,   48.821052,    0.261468,    0.001300,    0.001300,    0.000000
2015-01-07 24:00:00,494442925.895863,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-158035.146423,    0.000000,    0.000000,    0.000000,   24.988652,39573333.551477,    0.000000,    0.000000,    0.000000,    0.000000,    0.099893,    0.158311,    0.158311,    0.158311,   85.458112, -115.563550, -262.923204, -139.244950,    0.000000,    0.000000,    0.342232,    7.887441,    2.247623,    0.000000,    0.443724,    0.001300,    0.001300,    0.000000
2015-01-08 24:00:00,492501501.088865,    0.000000,1902267.003860,    0.000000,    0.000000,    0.000000,    0.000000,-123412.330071,85212.082249,    0.000000,    0.000000,   24.939517,39495521.068080,    0.052524,    0.000000,    0.000000,    0.000000,    0.080000,    0.104496,    0.104496,    0.104496,   62.953026,  -90.318494, -211.803993, -129.875469,    0.000000,    0.000000,    0.528272,   11.678489,    2.734948,    0.000000,    0.443895,    0.001300,    0.001300,    0.000000
2015-01-09 24:00:00,491227561.188474,    0.000000,3083431.783558,    0.000000,    0.000000,    0.000000,    0.000000,-88074.142335,    0.000000,    0.000000,    0.000000,   24.907275,39444461.440639,    0.085247,    0.000000,  100.000000,    0.000000,    0.162417,    0.369988,    0.369988,    0.369988,   62.164258,  -63.393714,   -0.001949,  -84.152080,    0.000000,    0.000000,    0.528272,   11.678489,    2.734948,    0.000000,    0.444007,    0.001300,    0.001300,    0.000000
2015-01-10 24:00:00,490058160.550050,    0.000000,4202227.729161,    0.000000,    0.000000,    0.000000,    0.000000,-47006.169878,    0.000000,    0.000000,    0.000000,   24.877589,39397449.509968,    0.116317,    0.000000,  100.000000,    0.000000,    0.252443,    0.612803,    0.612803,    0.612803,   68.232699,  -33.874318,   -0.002328, -113.811877,    0.000000,    0.000000,    0.528272,   11.678489,    2.734948,    0.000000,    0.444110,    0.001300,    0.001300,    0.000000
